freq	word
28	asking,fires,nanda’s,actions,deeds:,goad,mostly,mallikā,method,supporting,supports,india,safety,arguing,nearby,distinguish,arrested,sixty,matters,inclusion,banner,sovereignty,witness,sesame,thrown,extinguish,fewer,touching,bowls,lend,ask:,belonging,mirror,factored,ripe,butcher,soaked,songs,obliterate,moving,fairy,sweat,carried,perseverance,stops,shell,violence,porridge,current,sits,founders,effacement,secret,consistently,neighborhood,brick,adornments,certainly,udena,fake,pertaining,lax,assalāyana,virtuous!\,phenomenon,fairykind
27	uruvelā,aspiration,measure,punishment,invites,campā,display,racket,unless,unhappiness,bhaddiya,criminal,vassals,birds,finish,defects,picked,forever,‘don’t,buddha—visible,=======================================,thick,life’,serene,undertakings,compound,allowed,lineage,extends,me’,consent,secure,ties,cling,accepting,ford,thoroughbreds,tremble,ma’am,upavāṇa,reprehensible,reinforced,mortify,priest,cramped,draws,descended,wound,counselor,division,temporary,aciravatī,soft,crown,deliberate,imagining,activated,soṇadaṇḍa,seniya,propounded,passions,bhaddāli
26	shopkeeper,upside,inaction,cloudless,fancy,makkhali,badly,decisions,mad,council,confirmed,looks,enterers,bath,debt,groups,pūraṇa,number,serious,converse,proficient,bowing,attended,spit,unification,ghosts,life;,neglecting,favoring,serving,venerating,guaranteed,insult,bathing,couch,wardens,toss,freely,deluded,crops,“vaccha,space;,finding,fade,dig,chop,saṅgha:,dug,imagine,valuable,eliminates,obligation,delighted,“someone,medicine,shadow,educate,people\,smoke,“possessions,intense,memorizes,advised,ways:,grab,‘do,insignificant,circle,fullness,harnessed,tomorrow’s,‘he,destination,mark,aristocratic,unpracticed,substantial,opening,elephant’s,‘good,armies,aggregate,dread,mustard,referred,kakusandha,pañcasikha,organic,elements’,vakkali,absorption’
25	trainings,sāriputta’s,creator,performed,stable,relations,dissatisfied,meditators,cruelty,minister,attributes,disgrace,likewise,gotamī,waiting,rejecting,request,abide,crow,increases,spike,gravel,engaged,perspective,nurture,shallow,standard,bungalow,makeup;,supporters,it’ll,discussed,gem,sourced,reduce,harness,swept,measured,honoring,reaches,dish,remember:,calm,nonsensical;,elements:,jujube,surely,“not,akaniṭṭha,recognized,afterwards,drop,unawakened,form—with,exerts,divisively,tearful,affection,remove,snare,=======================================================================,reed,bile,phlegm,witted,rude,identification,core,plunder,robes;,be’,worry,steep,mounted,stomach,======================================================================,plunge,“sirs,theft,troubled,disease,shakes,bird,weaker,nimble,feminine,vessavaṇa,“are,reply,garments,theorize,applaud,victor,concert,wick,sarakāni,khemaka
24	sāḷha,expression,sharing,carer,intentional,addition,person:,morality,practitioners,gentle,threat,giant,opposite,southern,returners,sent,mahāpajāpatī,annoyed,precursor,forerunner,undeveloped,transparent,things;,exclaim,fickle,tongued,transcendent,insist,accurate,shaved,makers,summoned,drains,weather,cooled,oh,extremely,sandalwood,alert,intend,ancestry,genuine,gotama—a,complexion,brown,ānanda:,dollars,demonstrable,consciousness—with,generates,reinforcing,transcended,layperson,awakening:,course,behaves,instructing,wholeheartedly,spears,drums,consume,unsullied,lodging—a,ravine,thread,pupil,‘suppose,consummation,drenches,steeps,knife,carelessly,magadhan,treats,determined,somehow,local,‘who,shrines,masculine,invite,thoroughly,preemptively,definitive,pāvā,net,barren,desert,bimbisāra,kūṭadanta,bandhumatī,met,effect,bodhi,goosebumps
23	starting,orchid,blown,eyed,value,minor,purifying,reflected,alcohol,abiding,shining,gratitude,nārada,self](,greater,jīvaka,consisting,foster,wrongly,abandon,judgment,examines,won,puts,improperly,snap,penetration,rolling,transmission,solar,argue,doubtful,motion,court,wields,wheels,tempered,temper,associating,deliberately,pays,highway,paternal,sixteenth,earth;,vehicles,sarabha,uncertain,owners,methodical,refraining,weakening,partially,transmigrate,educating,blow,awakening—when,awakening—i,legends,classifications,bull’s,‘that’s,champion,traditional,awe,oppose,others;,diseased,frequents,slowly,accepted,banner’s,divisions,smooth,“you’re,fond,unreliable,stability,stem,cāpāla,beans,talk;,building,dialogue,retracted,here’s,thicket,monkey,surge,fingernail,incinerated
22	rd)](#an,exquisite,prerequisites,tear,sustain,wishing,sand,questioning,meals,insolent,wonder,travel,merely,wisdom](,magic,immersion](,another’s,important,embarrassed,confinement,depend,persist,both;,extensive,terrain,examination,gossipy,wisdom;,distracted,skill,dispelling,reeds,vehicles;,rolls,original,scriptures,stir,messenger,demon,perfected—with,upper,flows,cosmology,smelling,shoulders,renouncing,recovered,include,upstream,landing,firing,wings,foundations,earns,fighting,void,linger,exclamations,beautify,infatuation,kinsman,sāketa,beaten,zombie,misconduct;,hearts,curds,heed,finally,bulls,migrant,annihilation,tie,māluṅkyaputta,deserves,holds,‘our,domestic,tender,carriages,=================================================================,treasury,someone’s,enterer!,unclean,caste,solace,confined,immerse,trunks,ariṭṭha,accordance,there’ll,statement:,burst,sloping,stones,heavy,behave,prescribe,‘he’s,‘wrong,sakka’s,collection,presents,subhadda,slit,catch,“what’s,autonomous,approves,welcomes,sāriputta
21	delicate,sunk,subjects,occasions,weaknesses,mothers,aspects,prejudiced,ponds,taming,subsequent,nāgita,falter,special,review,gracious,culminates,engages,dwellings,wears,rites,asserts,vain,disappear,rehabilitation,woods,goods,needle,defiled,sympathy,guests,probation,covering,security,posture—on,other—mindful,heavens,nights,drive,chest,awake,‘only,kāsī,“may,irrefutable,rampart,water;,stroking,others:,grilled,crushing,tomorrow,bountiful,abstaining,lifetime,things:,unfreed,stimulate,up;,manifest,mouthfuls,rāhu,hermit,grew,slaughtered,transcending,fathom,yamaka,sink,hunter,back;,chewing,malevolence,expected,unwell,true!,separated,mix,magadhans,unsuitable,hardened,pressing,‘by,balance,concern,cliff,marrow,crude,arched,attacked,drilling,feelings:,bondservant,gatekeeper,opposing,names,defeated,blinded,sustained,chamber,derived,sikhī,bundle,drill,bhaggava,lair,sappy,distinct,memories,extremes,self](#sn,duality,recede,‘winds,blow;,flow;,birth;,attractiveness
20	methods,brahmanical,harmonious,dice,hermitage,gently,progress,moment,obstruct,āḷavī,almsfood,calls,surpasses,creating,uttiya,barley,pick,undistorted,knee,legal,me;,aggression,person’,blamelessly,sewer,float,boiling,‘those,god’s,counselors,undisturbed,again;,unimpeded,diving,bird;,trick,preoccupations,flee,gems,telling,basket,honest,who’ve,nāṭaputta,“take,lifetimes,fundamental,sunn,unifies,cleared,agrees,unenveloped,(the,others’,weren’t,assets,smeared,teaching—,unripe,mosquitoes,conclusion:,axe,aside;,nicely,politely,inability,least,crest,foes,necessities,store,shackle,negligently,frontier,princes,throat,excellence,proceeds,finances,pain;,hint,opened,sorry,(this,bāraṇasī,smoothed,carts,mine!’,main,repeatedly,stabilize,discarded,kusāvatī,relics,nectar,wrists,fists,feeling:,withered,aggregates’,assaji,feeling’,further:,builder,surgeon,element:,turtle,percipient’,sunāparanta,“follower,descending
19	kālāmas,peacocks’,compassionate,undeclared,itself,dominion,poised,midst,idiosyncratic,interpretations,obscure,praising,oxen,responds,depressed,urgency,dhammika,hatthisāriputta,vulnerable,achieves,perhaps,falsely,mahāli,precedes,abuses,woman’s,unarisen,book,upright,appreciating,uninfatuated,persuade,“of,‘your,fixed,fun,buying,saviṭṭha,summer,buildings,robbery,task,ritual,versed,falters,tasting,storm,‘let,silk,drooping,herbs,trustworthy,cot,declared:,advocates,throughout,pools,internally;,efficacy,faltering,=========================================================================,fearless,me!’,sakuludāyī,advantage,precious,devote,crocodile,‘go,lethal,horns,aroused,abscess,proliferating,detaching,dismiss,‘for,comprehensible,flames,errands,limbs;,tasting;,urinating,defecating;,supplementary,regulations,she’d,reviewing,crossroads,surpass,moggallāna!,thirsty,gavesī,========================================================================,pouring,fights,gathering,fat,sacred,listened,“i’ve,nearly,worthwhile,torment,fingers,bonfire,analyzed,applicable,considerations,careful,desiring,beg,cracked,mung,silly’,humans\,death’s,trail,conception,evasiveness,sire,mutilating,stages,#####,subha,chopped,reṇu,pāyāsi,brahmin!,baka,times](#sn,e,times](,peyyālavagga**
18	inevitability,visākhā,frequenting,organize,shares,lightning,system,doṇa,guards,visākha,substance,waves,impatient,meanwhile,relative,disputes,struggling,incalculable,summary,declaring,dependence,colt,shells,requiring,inclusive,parks,fed,accepts,consumed,haired,straying,barbed,backsliding,dregs,allow,disagree,tough,eldest,touched,hit,mellow,week,‘hopefully,isolated,gradually,appearing,“your,preoccupied,managed,cry,inference,start,abhaya,oceans,middling,misfortune,tail,survive,unexpansive,perishable:,rafters,manifested,home;,saucers,coin,dispelled,praiseworthy,undefeated,wielder,speed,recipients,substantive,destroys,overexertion,express,advising,destroy,proves,runs,conclude,calf,results;,alertness,drench,sprout,jar,brim,specially,portion,shade,poisoned,dream,currently,============================================================================,terminology,fore,================================================================================,breakfast,substances,dye,heated,closed,greed’,acquisition,conducing,venerable!,adding:,‘mendicants,nails,nurtures,“since,natured,fading;,inform,contradict,stimuli,answer:,sarabhū,started,revering,insubstantial,arose;,goads,expenditure,expand,eon!,rocks,‘they’re,mallian,consciousness;,demonstrate,fixation,immersing,enlightenment:,undergone,misconception:,vagga**\,prove,displeasure,isigili,posts,banisters,finials,forth\,feelings—keen,mind—keen,drag,caste;,refrained,pushed,balls,convincing,raṭṭhapāla’s,‘skilled,pervading,picking,tense,consciousness—which
17	valuing,chew,qualifications,graduation,dharma,refined,satisfy,works,traditions,blamelessness,sinks,integrity,torture,block,difficult,overcoming,offers,uproar,expel,housewife,countries,accusation,reference,thorn,ajita,useless,swimming,bakkula,khemā,planted,manly,‘surely,dwells,rousing,obstinately,you!,arrogance,guild,peaceful;,sublime—that,canopy,leaning,grey,intoxicated,formidable,understand\,philology,comprehends,directed,contact:,downcast,one:,salt,beautifying,adorning,will—when,death—be,‘human,unshakable;,rebirth;,escaped,arises;,stench,it:,conduct\,consummate,detachment,aspiring,succinct,bhaggas,bhesakaḷā’s,unloved,possession,clad,==============================================================================,branch,bind,tricks,concepts,shed,rope,drunk,imported,digests,pulled,shield,violation,stole,cleanse,per,propagated,filth,asleep,monasteries,slaughter,projecting,crows,vultures,rotted,“which,thorny,kāsi,broad,footing,discrimination,ambapālī’s,imperturbable—i,cart,strike,scents,gradual,undertook,transgressed,youthful,trembles,independently,dragon,circumference,dissuade,flies’,pests,pastures,genuinely,####,eternity,sañjaya,quail,sisters,modes,pointed,claimed,koṇḍañña,description,presently,sela,trapper,snares,aroma,‘enough,‘does,twofold,immersion](#sn,kāmabhū,wisdom](#sn,suvīra,mahaka,eroded
16	messengers,rohitassa,equality,disrespect,longevity,ascetic’s,planes,loveable,creepy,author,required,text,song,simple,tranquilized,story,length,fulfilling,analyze,enlightened,buddhism,perceived,ambition,sārandada,attacking,urged,ensure,boil,crowded,dispute,receives,noise,charming,bāhiya,memory,dull,faults,status,anoint,rub,incorrectly,shut,wounding,profound,allowable,madness,latches,decoration,offensive,ruined,earned,intact,ailing,feelings—but,climb,scum,uneven,intends,recites,vocabularies,phonology,etymology,grammar,sign,creation,observes,unchastity,substantively,brittle,“go,applied,objects,liquor,notion,defeat,expressing,mustn’t,thunders,faded,terminator,inlets,members,examined,paid,archery,clothing,injuring,concept,march,escorted,appetite,sorrowless,pāṭaliputta,treasurer,flowing,negligent!,struggle,encounter,move,mind’s,carries,theyre,endowment,riding,‘venerable,==========================================================================,disturb,lovingly,species,farming,lucidity,accessories,unswerving,indulging,swallow,piercing,pavilion,body:,hawks,interest,haunting,harp,unaffected,concerning,=======,revealed,conquering,lets,collapse,‘giddyup!’,spurs,comparable,dodges,gambling,popular,linen,possessive,approving,body’s,toy,consequence,cleansed,bloody,relation,faceted,nāḷandā,reprimanded,‘feeling,underlies,bhadda,refused,discover,‘dear,distinguished,officers,investigate,failed,speculative,sāti,judgments,residue,tenable,confluence,jambukhādaka,evaporated
15	numbered,failures,potaliya,opportunities,generated,dangerous,ānanda](,ourselves,discovered,th)](,craving](,stopping,pots,fears,learns,lamps,one](,grown,defilements](,admonished,attains,bringing,counterpart,meghiya,herself,consistent,unprotected,rugged,arrest,knelt,ninety,undisciplined,unclear,successes,accumulation,fastened,provides,crooked,bite,thieving,stimuli;,copper,=====================================================================,pain—sharp,threatening,adept’s,vows,“such,“there’s,venerables’,family—has,irrelevant,canonical,analyzing,abhibhū,path\,jail,wash,celibacy,lustful,th),breastfeeding,luck,faces,forces,disciple’s,goddess,officials,expectations,mind;,alien,piece,that’,wail,worse’,bag,briefly,avoids,mares,fraud,mutilation,expulsion,hind,binds,sorrow’s,presume,bar,obvious,longing,cavalry,up!,forget,qualities:,exclaim:,smiled,dreams,precept,===,vitality,practitioner,playing,penniless,grabs,ship,upwards,gosāla,warding,declaration,circling,gaggarā,disrespects,pole,===========================================================================,implement,‘wicked,‘good!’,fought,misconceptions,parrot,“be,guardian,garlanded,despite,contradicting,roll,brahmin—by,focus—experiences,razor,bottom,amuse,things’,tall,calves,tuft,passive,sauce,devotees,vepulla,subrahmā,swallowed,strayed,grabbed,night;,consciousness:,unreal,keṇiya,sundarika,infer,phagguna,breathless,sālā,āpaṇa,nimi,piṇḍola,migajāla,godhika,comprehension,(all,hundredth,form—which
